"","n","p","sd"
"939",2,16,0.500351635146693
"940",3,16,0.587965575172509
"941",4,16,0.819961391418575
"942",5,16,0.855076475465483
"943",6,16,1.03408007815652
"944",7,16,1.0677431230799
"945",8,16,1.18529516286686
"946",9,16,1.29703953593903
"947",10,16,1.3447739904635
"948",11,16,1.30245226766578
"949",12,16,1.4960920617684
"950",13,16,1.52512459331218
"951",14,16,1.66546355235445
"952",15,16,1.73289196803041
"953",16,16,1.92343390579187
"954",17,16,1.83377031490838
"955",18,16,2.09689289163633
"956",19,16,2.04948210151299
"957",20,16,1.88214968511698
"958",21,16,1.84120891026963
"959",22,16,2.10927003972998
"960",23,16,1.99355746262402
"961",24,16,2.13060375523208
"962",25,16,2.26420141334666
"963",26,16,2.36574698435185
"964",27,16,2.1635398130409
"965",28,16,2.27593373626283
"966",29,16,2.27681674105796
"967",30,16,2.23714080803486
"968",31,16,2.72112524758882
"969",32,16,2.34475786537463
"970",33,16,2.45550862614354
"971",34,16,2.60181614188645
"972",35,16,2.43830404854805
"973",36,16,2.82236224521518
"974",37,16,2.78327741445749
"975",38,16,2.92923232435569
"976",39,16,3.19591054648054
"977",40,16,3.00033080253213
"978",41,16,2.81246328842595
"979",42,16,2.89200943860231
"980",43,16,3.0013020624975
"981",44,16,2.91762965677112
"982",45,16,3.27383029861363
"983",46,16,3.00233995845418
"984",47,16,3.28302700745186
"985",48,16,3.39855127278799
"986",49,16,3.21579018791079
"987",50,16,3.50454120324275
"988",55,16,3.33668131697579
"989",60,16,3.48374185129039
"990",65,16,3.92637966661811
"991",70,16,3.69883520983941
"992",75,16,4.03550822489136
"993",80,16,3.9398715638582
"994",85,16,4.36728069896103
"995",90,16,4.03844589243568
"996",95,16,4.31637061388175
"997",100,16,4.92153507939225
"998",120,16,5.34498073855064
"999",140,16,5.00728113067441
"1000",160,16,5.67899904479247
"1001",180,16,6.06704376945663
"1002",200,16,6.67026703450153
"1003",300,16,7.83741188949695
"1004",400,16,8.91516549927128
"1005",500,16,9.51287939437158
"1006",2,17,0.500853542821436
"1007",3,17,0.691640682848294
"1008",4,17,0.751480949918527
"1009",5,17,0.896321348512349
"1010",6,17,1.01005000125
"1011",7,17,1.0867405509714
"1012",8,17,1.17165004122198
"1013",9,17,1.28061503753933
"1014",10,17,1.30676631076669
"1015",11,17,1.47665246844436
"1016",12,17,1.51239435446483
"1017",13,17,1.54944470520002
"1018",14,17,1.62579706002994
"1019",15,17,1.72548150733666
"1020",16,17,1.78856642293381
"1021",17,17,1.86309705953993
"1022",18,17,2.01196796082266
"1023",19,17,1.83752072425328
"1024",20,17,2.07472829243667
"1025",21,17,2.08367668862364
"1026",22,17,2.17976071712461
"1027",23,17,2.17661740243501
"1028",24,17,2.08174042956378
"1029",25,17,2.214110754267
"1030",26,17,2.48248133282794
"1031",27,17,2.5026167210065
"1032",28,17,2.39972779025803
"1033",29,17,2.32300598017302
"1034",30,17,2.47325391430462
"1035",31,17,2.47988895844777
"1036",32,17,2.5330726966339
"1037",33,17,2.66750405612573
"1038",34,17,2.64021850778382
"1039",35,17,2.72608375940956
"1040",36,17,2.58328605349289
"1041",37,17,2.87920983018452
"1042",38,17,2.76815614483921
"1043",39,17,2.92732748956378
"1044",40,17,2.8130349854109
"1045",41,17,3.06354804649214
"1046",42,17,2.75268256552271
"1047",43,17,3.11215803554237
"1048",44,17,2.99905764093796
"1049",45,17,3.36849130447767
"1050",46,17,3.30662499298319
"1051",47,17,2.87686579178098
"1052",48,17,3.49756196492535
"1053",49,17,3.5326332228859
"1054",50,17,3.51656167728518
"1055",55,17,3.44017061631349
"1056",60,17,3.64917557977967
"1057",65,17,3.9554808994266
"1058",70,17,4.00965856514557
"1059",75,17,4.43716317994134
"1060",80,17,4.00219788862301
"1061",85,17,4.3109187072482
"1062",90,17,4.46038959922611
"1063",95,17,4.76038668671308
"1064",100,17,4.87852179193369
"1065",120,17,5.1404372846468
"1066",140,17,5.76541194316346
"1067",160,17,6.17883402833809
"1068",180,17,6.73114526532555
"1069",200,17,7.31838567200589
"1070",300,17,7.56508609588754
"1071",400,17,9.40781242762455
"1072",500,17,10.5933502892975
"1073",2,18,0.499220497904121
"1074",3,18,0.649700356136442
"1075",4,18,0.741789226317966
"1076",5,18,0.86818415016226
"1077",6,18,0.92774108327051
"1078",7,18,1.19411244136097
"1079",8,18,1.24323293903577
"1080",9,18,1.32216321908055
"1081",10,18,1.31309600011867
"1082",11,18,1.36911371398034
"1083",12,18,1.50710211462913
"1084",13,18,1.52096735946
"1085",14,18,1.70025123771659
"1086",15,18,1.61724376237309
"1087",16,18,1.62269550548388
"1088",17,18,1.94951353292953
"1089",18,18,1.97709878306319
"1090",19,18,1.90444468224695
"1091",20,18,1.96808071697853
"1092",21,18,2.04647018082478
"1093",22,18,2.04948210151299
"1094",23,18,1.9959695569727
"1095",24,18,2.3897604009334
"1096",25,18,2.46989919026066
"1097",26,18,2.35502243158453
"1098",27,18,2.31134410198675
"1099",28,18,2.3862619787349
"1100",29,18,2.37871634653786
"1101",30,18,2.63790974811421
"1102",31,18,2.64152670184931
"1103",32,18,2.74656477994826
"1104",33,18,2.60534819092955
"1105",34,18,2.51423585002436
"1106",35,18,2.8429406532302
"1107",36,18,2.80125151499312
"1108",37,18,3.170843141998
"1109",38,18,2.77330689895275
"1110",39,18,2.8699797768622
"1111",40,18,2.89011049848744
"1112",41,18,2.81824190537043
"1113",42,18,2.79804310655334
"1114",43,18,3.35413567564779
"1115",44,18,3.22091157233227
"1116",45,18,2.86422659191783
"1117",46,18,3.03247084025303
"1118",47,18,3.06956202987924
"1119",48,18,3.10795704360994
"1120",49,18,3.15935239213489
"1121",50,18,3.23125051636321
"1122",55,18,3.33851816193771
"1123",60,18,3.51986466162847
"1124",65,18,3.91028793809279
"1125",70,18,4.20923846345287
"1126",75,18,3.93508889646925
"1127",80,18,4.38320228960035
"1128",85,18,4.70208977383525
"1129",90,18,4.22535717023785
"1130",95,18,5.07808128605074
"1131",100,18,4.74590275551703
"1132",120,18,5.05385817094824
"1133",140,18,5.59080140064978
"1134",160,18,5.39122682078633
"1135",180,18,6.92407496134695
"1136",200,18,6.58099708350227
"1137",300,18,8.571307459063
"1138",400,18,10.2887947050377
"1139",500,18,10.5456640450355
"1140",2,19,0.501254707117086
"1141",3,19,0.61766296447856
"1142",4,19,0.786043460381193
"1143",5,19,0.918815055126786
"1144",6,19,1.01336545616016
"1145",7,19,1.11864059640244
"1146",8,19,1.21041336018426
"1147",9,19,1.3447739904635
"1148",10,19,1.2623659688046
"1149",11,19,1.51707202785116
"1150",12,19,1.50946760889777
"1151",13,19,1.49900301875989
"1152",14,19,1.78198692108968
"1153",15,19,1.77202578335769
"1154",16,19,1.81296281562923
"1155",17,19,1.83620074224719
"1156",18,19,1.94961019167871
"1157",19,19,1.96705912672705
"1158",20,19,1.99112982749738
"1159",21,19,2.07439523184215
"1160",22,19,2.13586271743731
"1161",23,19,2.19042571755369
"1162",24,19,2.04029138721008
"1163",25,19,2.17918430177567
"1164",26,19,2.25978608851129
"1165",27,19,2.57291165255617
"1166",28,19,2.38099151678772
"1167",29,19,2.54198414965267
"1168",30,19,2.74614393881008
"1169",31,19,2.54889373973934
"1170",32,19,2.65123466070634
"1171",33,19,2.70134435171317
"1172",34,19,2.90872884910023
"1173",35,19,2.62542650280065
"1174",36,19,2.80422778449553
"1175",37,19,2.8930518045342
"1176",38,19,2.79804310655334
"1177",39,19,3.0958555534844
"1178",40,19,2.93171447258148
"1179",41,19,2.87997330389637
"1180",42,19,2.89944978318752
"1181",43,19,3.03659009367167
"1182",44,19,3.17116008448124
"1183",45,19,3.12537032981573
"1184",46,19,3.30128268051729
"1185",47,19,3.14660221948027
"1186",48,19,3.66961926194506
"1187",49,19,3.22433819316765
"1188",50,19,3.19405462142136
"1189",55,19,3.17081144600726
"1190",60,19,3.41760149812701
"1191",65,19,3.6227089450441
"1192",70,19,3.55522122939625
"1193",75,19,4.27821406405634
"1194",80,19,4.16121116887377
"1195",85,19,4.1863141461975
"1196",90,19,4.64342621726413
"1197",95,19,4.60472774308533
"1198",100,19,4.40304828168557
"1199",120,19,5.4032932448135
"1200",140,19,5.83673172125717
"1201",160,19,6.31705038986873
"1202",180,19,6.5106619166537
"1203",200,19,6.59610818711158
"1204",300,19,8.02022568887575
"1205",400,19,9.18702247246341
"1206",500,19,10.3101148071534
"1207",2,20,0.498742136372058
"1208",3,20,0.687578227618849
"1209",4,20,0.756197177232414
"1210",5,20,0.939354530873922
"1211",6,20,1.07403105800896
"1212",7,20,1.11796656758203
"1213",8,20,1.24710720545972
"1214",9,20,1.18396956024975
"1215",10,20,1.28343720347993
"1216",11,20,1.52615390070701
"1217",12,20,1.49424356083454
"1218",13,20,1.635012639602
"1219",14,20,1.8820428866356
"1220",15,20,1.57591801434583
"1221",16,20,1.7977093185412
"1222",17,20,1.93782761859691
"1223",18,20,1.88703590920074
"1224",19,20,2.06368456161528
"1225",20,20,1.94806307617174
"1226",21,20,2.06535796354722
"1227",22,20,2.28334586554655
"1228",23,20,2.27505591073822
"1229",24,20,2.05792987657122
"1230",25,20,2.19395583616792
"1231",26,20,2.21324814168756
"1232",27,20,2.44289555516959
"1233",28,20,2.50225526416375
"1234",29,20,2.36045732729271
"1235",30,20,2.64859401404902
"1236",31,20,2.57283841067355
"1237",32,20,2.48427719182646
"1238",33,20,2.60651965724759
"1239",34,20,2.81317342579836
"1240",35,20,2.76828775336437
"1241",36,20,2.79028735394546
"1242",37,20,2.83807564501621
"1243",38,20,2.78926513619627
"1244",39,20,2.73627686012881
"1245",40,20,2.76327313017729
"1246",41,20,2.60640398030365
"1247",42,20,3.03072623434346
"1248",43,20,3.29701783937634
"1249",44,20,3.07706298000456
"1250",45,20,3.11151209827126
"1251",46,20,2.97863413438654
"1252",47,20,3.06667941152402
"1253",48,20,3.43326909568957
"1254",49,20,3.40054680793616
"1255",50,20,2.95234767327962
"1256",55,20,3.44097391846228
"1257",60,20,3.55513288770564
"1258",65,20,3.44582990273649
"1259",70,20,3.7469954462705
"1260",75,20,3.52418421366694
"1261",80,20,3.95664633891586
"1262",85,20,4.53960516734406
"1263",90,20,4.71816494010225
"1264",95,20,4.38841554034869
"1265",100,20,4.71012754684389
"1266",120,20,5.37946729162921
"1267",140,20,5.26636955038345
"1268",160,20,5.99701558943276
"1269",180,20,6.26861849927456
"1270",200,20,6.74074090435899
"1271",300,20,8.01273954243331
"1272",400,20,9.05321925584885
"1273",500,20,11.006165471769
"1274",2,30,0.498212886627805
"1275",3,30,0.669808342796954
"1276",4,30,0.801365041443811
"1277",5,30,0.885378152182337
"1278",6,30,1.12726600375248
"1279",7,30,1.17339647880945
"1280",8,30,1.18686276210875
"1281",9,30,1.26084242397314
"1282",10,30,1.36015628720678
"1283",11,30,1.42813615048482
"1284",12,30,1.61940959524943
"1285",13,30,1.48756149317596
"1286",14,30,1.61182034486496
"1287",15,30,1.78755468693799
"1288",16,30,1.76438808844119
"1289",17,30,1.95136210641484
"1290",18,30,2.03002586809273
"1291",19,30,1.88554405461913
"1292",20,30,2.2682813984408
"1293",21,30,2.09060473086223
"1294",22,30,2.27426060655604
"1295",23,30,2.08834405798532
"1296",24,30,2.49078200067255
"1297",25,30,2.31107775767282
"1298",26,30,2.47390400076986
"1299",27,30,2.56054328406058
"1300",28,30,2.55841797065351
"1301",29,30,2.47274591533563
"1302",30,30,2.57954360810796
"1303",31,30,2.62683771518332
"1304",32,30,2.70807001683494
"1305",33,30,2.65132942854966
"1306",34,30,2.43961752501119
"1307",35,30,2.69307692362898
"1308",36,30,2.73404002793885
"1309",37,30,2.76935400554718
"1310",38,30,2.87206262442046
"1311",39,30,2.85072061770371
"1312",40,30,2.8817176271127
"1313",41,30,3.04933883599108
"1314",42,30,3.02634579058988
"1315",43,30,3.27935524978179
"1316",44,30,3.04721637534832
"1317",45,30,3.27312415110437
"1318",46,30,3.10616181259608
"1319",47,30,3.39357581084018
"1320",48,30,3.16513275023863
"1321",49,30,3.18720747007258
"1322",50,30,3.50138522480208
"1323",55,30,3.4983089956643
"1324",60,30,3.64477667147448
"1325",65,30,3.97105102348935
"1326",70,30,3.77874244588882
"1327",75,30,4.09919406222723
"1328",80,30,4.24287460628088
"1329",85,30,4.39435167381558
"1330",90,30,4.74118065146744
"1331",95,30,4.88676810505295
"1332",100,30,4.86443353000524
"1333",120,30,5.26078695605372
"1334",140,30,5.34389004415511
"1335",160,30,6.50728042214736
"1336",180,30,7.1382612637355
"1337",200,30,7.46613123229758
"1338",300,30,8.19666404749747
"1339",400,30,10.0103263266404
"1340",500,30,11.1046088037093
"1341",2,40,0.500853542821436
"1342",3,40,0.68139304546793
"1343",4,40,0.840913597459311
"1344",5,40,0.869991047143908
"1345",6,40,0.999685880312652
"1346",7,40,1.02019802984543
"1347",8,40,1.1769989945475
"1348",9,40,1.38535048991203
"1349",10,40,1.50346333844569
"1350",11,40,1.49743499284241
"1351",12,40,1.68289502892841
"1352",13,40,1.63945541883632
"1353",14,40,1.78192347093847
"1354",15,40,1.73106409892091
"1355",16,40,1.68020547917846
"1356",17,40,1.90698267285596
"1357",18,40,2.08795901883193
"1358",19,40,1.86530744363938
"1359",20,40,2.11182361833911
"1360",21,40,2.06033977780365
"1361",22,40,2.18030817055593
"1362",23,40,2.09989231597562
"1363",24,40,2.18893976308901
"1364",25,40,2.24651600725529
"1365",26,40,2.48242060503483
"1366",27,40,2.33603516701002
"1367",28,40,2.58466680880976
"1368",29,40,2.38882974229819
"1369",30,40,2.53846786378662
"1370",31,40,2.6822326258728
"1371",32,40,2.4079798242865
"1372",33,40,2.6769817249617
"1373",34,40,2.94068241490417
"1374",35,40,2.74912503211677
"1375",36,40,2.94078494290249
"1376",37,40,3.03659009367167
"1377",38,40,3.00414704991075
"1378",39,40,2.93931930724611
"1379",40,40,3.22521083413521
"1380",41,40,3.02337626174787
"1381",42,40,3.05290042500982
"1382",43,40,3.19222910098349
"1383",44,40,3.30362599632859
"1384",45,40,3.09345231677828
"1385",46,40,3.18441162335127
"1386",47,40,3.1819055003355
"1387",48,40,3.19402315577048
"1388",49,40,2.95261999317904
"1389",50,40,3.37057545449918
"1390",55,40,3.48950688370969
"1391",60,40,3.84366606825061
"1392",65,40,4.05390499748615
"1393",70,40,4.18510159696087
"1394",75,40,4.5566892680352
"1395",80,40,4.46198628505738
"1396",85,40,4.32562773206178
"1397",90,40,4.83704299387788
"1398",95,40,4.66656018064677
"1399",100,40,4.21758701166971
"1400",120,40,5.40764394772128
"1401",140,40,5.39636021014053
"1402",160,40,5.6642913042939
"1403",180,40,6.64125790288732
"1404",200,40,6.7172451131061
"1405",300,40,9.21479992666375
"1406",400,40,10.2719014694941
"1407",500,40,11.8044270291885
"1408",2,50,0.500627746637677
"1409",3,50,0.669207886967794
"1410",4,50,0.79683734145917
"1411",5,50,0.889695334901068
"1412",6,50,1.10235016188006
"1413",7,50,1.15284223817947
"1414",8,50,1.24568602317828
"1415",9,50,1.35037683182869
"1416",10,50,1.32831551619062
"1417",11,50,1.51760191680475
"1418",12,50,1.63773805281804
"1419",13,50,1.72664603571876
"1420",14,50,1.57032787921542
"1421",15,50,1.90410822715084
"1422",16,50,1.91421553267328
"1423",17,50,1.98713829236035
"1424",18,50,2.14001714171503
"1425",19,50,2.18455059601115
"1426",20,50,2.14993280250253
"1427",21,50,2.33530904629527
"1428",22,50,2.15988437248677
"1429",23,50,2.3161005176892
"1430",24,50,2.22211362102023
"1431",25,50,2.36162260036033
"1432",26,50,2.379899073068
"1433",27,50,2.31967226068359
"1434",28,50,2.6783329398496
"1435",29,50,2.277065024462
"1436",30,50,2.6390191569128
"1437",31,50,2.73002567771899
"1438",32,50,2.48929365776175
"1439",33,50,2.73661199773199
"1440",34,50,2.63352468401314
"1441",35,50,2.90933344694754
"1442",36,50,2.6447587307198
"1443",37,50,2.86954201167781
"1444",38,50,2.84221143287155
"1445",39,50,2.7124133036188
"1446",40,50,2.92573059208934
"1447",41,50,3.13786647742551
"1448",42,50,3.16932137688019
"1449",43,50,3.27598234145234
"1450",44,50,3.12344031429847
"1451",45,50,2.94921418713664
"1452",46,50,2.97561276996586
"1453",47,50,3.43512743613866
"1454",48,50,3.33089316043477
"1455",49,50,3.18662011207697
"1456",50,50,3.69957216051455
"1457",55,50,3.96844019583762
"1458",60,50,3.79443853805744
"1459",65,50,4.0757155551427
"1460",70,50,4.23291422238514
"1461",75,50,4.36609826622715
"1462",80,50,4.44558105929628
"1463",85,50,4.26383353121455
"1464",90,50,4.98550411255285
"1465",95,50,4.59286917255226
"1466",100,50,4.46558869714401
"1467",120,50,5.37658238948821
"1468",140,50,5.56974733961386
"1469",160,50,6.18430498445084
"1470",180,50,6.66935540420045
"1471",200,50,6.84912054655972
"1472",300,50,8.9203679758248
"1473",400,50,9.2903675733655
"1474",500,50,10.7385137887866
"1475",2,60,0.497632586307181
"1476",3,60,0.664517053635845
"1477",4,60,0.795717179119396
"1478",5,60,0.911953009456785
"1479",6,60,1.0754337678094
"1480",7,60,1.05220515033522
"1481",8,60,1.20999813115018
"1482",9,60,1.49369697504759
"1483",10,60,1.46239289003473
"1484",11,60,1.56596174311652
"1485",12,60,1.51123098680426
"1486",13,60,1.78011771955604
"1487",14,60,1.63599584720142
"1488",15,60,1.70659377461591
"1489",16,60,1.83926328926453
"1490",17,60,1.90750962378283
"1491",18,60,1.87603237910149
"1492",19,60,2.1098238750947
"1493",20,60,2.21047642605633
"1494",21,60,2.15223968888039
"1495",22,60,2.11939476522291
"1496",23,60,2.27412250457823
"1497",24,60,2.31433700633561
"1498",25,60,2.11226973113886
"1499",26,60,2.39135797504768
"1500",27,60,2.40131873317381
"1501",28,60,2.58903757753522
"1502",29,60,2.57695625061582
"1503",30,60,2.64052301808661
"1504",31,60,2.61750965307095
"1505",32,60,2.6342115237313
"1506",33,60,2.90537104420806
"1507",34,60,3.02906772064961
"1508",35,60,2.63701902661579
"1509",36,60,2.86706738268992
"1510",37,60,3.13674526448536
"1511",38,60,2.80657877532603
"1512",39,60,3.09773381262324
"1513",40,60,3.07708339358154
"1514",41,60,3.03960044319502
"1515",42,60,3.05105632914538
"1516",43,60,3.19795396272972
"1517",44,60,3.09025051431207
"1518",45,60,3.22978833103914
"1519",46,60,3.3339693698044
"1520",47,60,3.57888489412933
"1521",48,60,3.35395588827619
"1522",49,60,3.4074666756593
"1523",50,60,3.56446730040807
"1524",55,60,3.47391933957734
"1525",60,60,3.82611694205383
"1526",65,60,3.88120066383649
"1527",70,60,4.46200880916492
"1528",75,60,4.48034232360468
"1529",80,60,4.33048966094108
"1530",85,60,4.55589518146792
"1531",90,60,4.6214243274201
"1532",95,60,4.7178054688818
"1533",100,60,4.77110229249249
"1534",120,60,5.15482649377305
"1535",140,60,5.99905980908382
"1536",160,60,6.44336556459394
"1537",180,60,6.9872083411052
"1538",200,60,7.1199327392227
"1539",300,60,8.81882266324871
"1540",400,60,9.97232350963929
"1541",500,60,11.6229618086798
"1542",2,70,0.501154446148562
"1543",3,70,0.708810313343075
"1544",4,70,0.818381783594059
"1545",5,70,0.944582543192771
"1546",6,70,1.1580502588446
"1547",7,70,1.14933889671301
"1548",8,70,1.22388293853464
"1549",9,70,1.35608622485675
"1550",10,70,1.42197399774091
"1551",11,70,1.39481271594534
"1552",12,70,1.54672615838914
"1553",13,70,1.67748915026185
"1554",14,70,1.7114453617135
"1555",15,70,1.89401994651296
"1556",16,70,1.95812955566886
"1557",17,70,1.89086670191796
"1558",18,70,1.89931884113792
"1559",19,70,2.10266640962154
"1560",20,70,2.04963533954839
"1561",21,70,2.07806805330597
"1562",22,70,2.18560273070895
"1563",23,70,2.16689922730766
"1564",24,70,2.30004915831233
"1565",25,70,2.2434662251787
"1566",26,70,2.4890514025271
"1567",27,70,2.4742086700021
"1568",28,70,2.58510907791598
"1569",29,70,2.56214714447663
"1570",30,70,2.59105050386283
"1571",31,70,2.4704840532346
"1572",32,70,2.70929908048884
"1573",33,70,2.56175485550403
"1574",34,70,2.61537299049237
"1575",35,70,2.62142314334836
"1576",36,70,2.74511443592643
"1577",37,70,2.84845016486309
"1578",38,70,3.05329132899212
"1579",39,70,2.87250000546685
"1580",40,70,2.79214619997056
"1581",41,70,3.04140604881506
"1582",42,70,2.9283572838555
"1583",43,70,3.17334612485633
"1584",44,70,3.42017367098492
"1585",45,70,3.22302878871169
"1586",46,70,3.44749198766656
"1587",47,70,3.53295682390798
"1588",48,70,3.32914267564096
"1589",49,70,3.34047434419441
"1590",50,70,3.38690576385974
"1591",55,70,3.78704482977342
"1592",60,70,3.58188841578232
"1593",65,70,3.95304093873521
"1594",70,70,3.39863629169349
"1595",75,70,4.18112232774861
"1596",80,70,4.23742301037367
"1597",85,70,4.37226296293869
"1598",90,70,5.04629572087413
"1599",95,70,4.76317268953707
"1600",100,70,4.3232426644451
"1601",120,70,5.37452580589125
"1602",140,70,5.7126127755711
"1603",160,70,6.11987453479302
"1604",180,70,6.53586741099224
"1605",200,70,6.30421211986568
"1606",300,70,8.76690757004478
"1607",400,70,9.81517131484206
"1608",500,70,10.816124200173
"1609",2,80,0.500025124996875
"1610",3,80,0.665574901681805
"1611",4,80,0.819348313168128
"1612",5,80,0.96208264461811
"1613",6,80,1.13835595107892
"1614",7,80,1.26783755280458
"1615",8,80,1.15697578402667
"1616",9,80,1.3856406460551
"1617",10,80,1.39610909423837
"1618",11,80,1.60988622838439
"1619",12,80,1.55240128470177
"1620",13,80,1.57080781317437
"1621",14,80,1.58887463730318
"1622",15,80,1.81038322937049
"1623",16,80,1.78006126030883
"1624",17,80,1.97623442753202
"1625",18,80,1.95167110459281
"1626",19,80,2.03526695000655
"1627",20,80,2.26300818163584
"1628",21,80,2.05941275720109
"1629",22,80,2.12711024395769
"1630",23,80,2.28076950780623
"1631",24,80,2.72343265514969
"1632",25,80,2.34681437025646
"1633",26,80,2.6309904128985
"1634",27,80,2.50225526416375
"1635",28,80,2.63802404353549
"1636",29,80,2.37641256591045
"1637",30,80,2.64247770893362
"1638",31,80,2.59570092972648
"1639",32,80,2.88804501697957
"1640",33,80,2.87074570530422
"1641",34,80,2.71592641310604
"1642",35,80,3.11323564493671
"1643",36,80,3.10110614079596
"1644",37,80,2.78202684509589
"1645",38,80,3.19390122344534
"1646",39,80,3.04386276013104
"1647",40,80,3.13000955254053
"1648",41,80,3.11194408367173
"1649",42,80,2.84746206313711
"1650",43,80,3.09669949118307
"1651",44,80,3.22328213761896
"1652",45,80,3.20645940400744
"1653",46,80,2.94420049978166
"1654",47,80,3.27284779104018
"1655",48,80,3.15622938323532
"1656",49,80,3.5824811031283
"1657",50,80,3.60554779116459
"1658",55,80,3.64069682435027
"1659",60,80,3.9849938368079
"1660",65,80,3.89804422033904
"1661",70,80,4.42850519830984
"1662",75,80,4.36592274405253
"1663",80,80,4.36113200463011
"1664",85,80,4.54119889865946
"1665",90,80,4.6522026986954
"1666",95,80,5.10469288471267
"1667",100,80,4.57976486636113
"1668",120,80,5.42745671858936
"1669",140,80,5.70638362453417
"1670",160,80,5.96977310747853
"1671",180,80,6.98522309654765
"1672",200,80,7.15808394957378
"1673",300,80,8.76140462798497
"1674",400,80,9.86195038147288
"1675",500,80,11.3444516356928
"1676",2,90,0.493958474848212
"1677",3,90,0.640175070276104
"1678",4,90,0.810964436077757
"1679",5,90,1.01248487798125
"1680",6,90,1.09819404057469
"1681",7,90,1.07730120646328
"1682",8,90,1.29315942811885
"1683",9,90,1.33727954553809
"1684",10,90,1.50413166322018
"1685",11,90,1.53799451744094
"1686",12,90,1.72242087433406
"1687",13,90,1.76165180595574
"1688",14,90,1.6444745307885
"1689",15,90,1.75676009464888
"1690",16,90,1.87015034464018
"1691",17,90,1.94300704628407
"1692",18,90,1.91680612703612
"1693",19,90,2.03872065510401
"1694",20,90,2.36268627459526
"1695",21,90,2.44447896021518
"1696",22,90,2.33373770126196
"1697",23,90,2.22285976337649
"1698",24,90,2.14358338973405
"1699",25,90,2.42461725726373
"1700",26,90,2.49644974043794
"1701",27,90,2.35416342405018
"1702",28,90,2.39997906188522
"1703",29,90,2.73815401998973
"1704",30,90,2.70038151036248
"1705",31,90,2.67746505028121
"1706",32,90,2.61950549631531
"1707",33,90,2.62456505130711
"1708",34,90,2.68241528455121
"1709",35,90,2.85423074852562
"1710",36,90,2.87333521824063
"1711",37,90,3.02976855344384
"1712",38,90,2.92261585178166
"1713",39,90,3.13738600665807
"1714",40,90,3.13027042998271
"1715",41,90,2.88433213401239
"1716",42,90,3.11116888954883
"1717",43,90,3.19163479479037
"1718",44,90,3.26133123233982
"1719",45,90,3.29853020412694
"1720",46,90,3.32853884674212
"1721",47,90,3.3052417635595
"1722",48,90,3.20589908523703
"1723",49,90,3.61370924015226
"1724",50,90,3.77167438125177
"1725",55,90,3.71969834514769
"1726",60,90,3.6399479536839
"1727",65,90,3.95778921588643
"1728",70,90,4.19560669961919
"1729",75,90,4.03557048578372
"1730",80,90,4.17721746245551
"1731",85,90,4.50787975654825
"1732",90,90,4.47634766770981
"1733",95,90,4.76142107498028
"1734",100,90,4.64833411560005
"1735",120,90,5.19783487975387
"1736",140,90,6.06559620205897
"1737",160,90,6.64554106754311
"1738",180,90,6.33136683743335
"1739",200,90,6.38574889458735
"1740",300,90,8.77082733043477
"1741",400,90,9.92990508894103
"1742",500,90,11.4118766926497
"1743",2,100,0.500351635146693
"1744",3,100,0.659659574150822
"1745",4,100,0.810964436077757
"1746",5,100,0.969885762324512
"1747",6,100,1.00030146209799
"1748",7,100,1.24649256660157
"1749",8,100,1.30445699055239
"1750",9,100,1.37365740756814
"1751",10,100,1.34467122506492
"1752",11,100,1.4157672778125
"1753",12,100,1.59143435823879
"1754",13,100,1.72116590144632
"1755",14,100,1.87310373122785
"1756",15,100,2.0098001100637
"1757",16,100,2.00190863701488
"1758",17,100,1.81946482826861
"1759",18,100,2.112412467337
"1760",19,100,1.93403138209665
"1761",20,100,2.09176418052673
"1762",21,100,2.12236238907326
"1763",22,100,2.32366025591622
"1764",23,100,2.1979833150564
"1765",24,100,2.26974308421498
"1766",25,100,2.21631683238375
"1767",26,100,2.56493067094096
"1768",27,100,2.72331733120328
"1769",28,100,2.69792401113324
"1770",29,100,2.79761204705534
"1771",30,100,2.58712991672822
"1772",31,100,2.80429946285823
"1773",32,100,2.72608375940956
"1774",33,100,2.86147517916983
"1775",34,100,2.68608455772641
"1776",35,100,2.54351080913388
"1777",36,100,2.88247171990991
"1778",37,100,2.97212764086064
"1779",38,100,3.0901204217806
"1780",39,100,2.99922938176161
"1781",40,100,3.0136998746845
"1782",41,100,2.99140729221878
"1783",42,100,3.33971081707811
"1784",43,100,3.22190601848654
"1785",44,100,3.05512173967276
"1786",45,100,3.26700806680099
"1787",46,100,3.19748252104086
"1788",47,100,3.30530257701593
"1789",48,100,3.45189118655544
"1790",49,100,3.60730693406909
"1791",50,100,3.37259126774895
"1792",55,100,3.51593643930406
"1793",60,100,3.78241102550069
"1794",65,100,3.48550119681013
"1795",70,100,4.32627824083073
"1796",75,100,3.92581649798859
"1797",80,100,4.05234283002565
"1798",85,100,4.16595437797835
"1799",90,100,4.58514095616914
"1800",95,100,4.71935765580625
"1801",100,100,4.9992738166125
"1802",120,100,5.24958959869949
"1803",140,100,5.55854857958063
"1804",160,100,6.23001125207692
"1805",180,100,7.23564425180602
"1806",200,100,7.41842741601164
"1807",300,100,8.35563782227817
"1808",400,100,10.0491255650985
"1809",500,100,11.1909690797859
"1810",2,150,0.500853542821436
"1811",3,150,0.663779342157751
"1812",4,150,0.877639593615401
"1813",5,150,0.995265172614362
"1814",6,150,1.11774180098462
"1815",7,150,1.245655767641
"1816",8,150,1.23344311159767
